date,close,target_return,sentiment_score,dc_trend,dc_event,dc_drawdown,dc_T,dc_TMV,dc_R
2025-01-31,130.5154571533203,-0.0065778051714971975,0.5713333129882813,1.0,0.0,-0.015190101357532123,6.0,-0.015190101357532123,-0.005638827216940871
2025-02-03,129.65695190429688,0.005784142019522154,0.4253332773844401,-1.0,1.0,0.0,0.0,0.0,-0.006577805171497245
2025-02-04,130.4069061279297,0.004540536442061205,0.5193333943684896,-1.0,0.0,0.0057841420195222,1.0,0.0057841420195222,0.0057841420195222
2025-02-05,130.9990234375,0.002109106513198622,0.6153333028157553,-1.0,0.0,0.01035094156920905,2.0,0.01035094156920905,0.004540536442061152
2025-02-06,131.2753143310547,-0.009396322951569891,0.6333333333333333,-1.0,0.0,0.012481879320689008,3.0,0.012481879320689008,0.0021091065131986016
2025-02-07,130.04180908203125,0.0059948934692257705,0.5639999389648438,-1.0,0.0,0.0029682725999794287,4.0,0.0029682725999794287,-0.009396322951569865
2025-02-10,130.82139587402344,0.0008295317985829165,0.61266663869222,-1.0,0.0,0.008980960547229805,5.0,0.008980960547229805,0.005994893469225877
2025-02-11,130.92991638183594,-0.0038438933862960933,0.5986666361490885,-1.0,0.0,0.009817942338168418,6.0,0.009817942338168418,0.0008295317985828676
2025-02-12,130.4266357421875,0.010441244600848831,0.6073333104451497,-1.0,0.0,0.005936309828251619,7.0,0.005936309828251619,-0.0038438933862960764
2025-02-13,131.7884521484375,-0.0007486492820099055,0.6599999745686849,-1.0,0.0,0.016439536892043707,8.0,0.016439536892043707,0.010441244600848889
2025-02-14,131.68978881835938,0.003671662868860892,0.6819999694824219,-1.0,0.0,0.015678580162542994,9.0,0.015678580162542994,-0.0007486492820099091
2025-02-18,132.17330932617188,0.0017172490305479293,0.6433333079020183,-1.0,0.0,0.019407809492023136,10.0,0.019407809492023136,0.003671662868860874
2025-02-19,132.40028381347656,-0.0037265248240028193,0.6486666361490885,1.0,1.0,0.0,0.0,0.0,0.0017172490305479842
2025-02-20,131.90689086914062,-0.018104492373895997,0.6226666768391926,1.0,0.0,-0.0037265248240028075,1.0,-0.0037265248240028075,-0.0037265248240028075
2025-02-21,129.51878356933594,-0.005561758325702049,0.4526667277018229,-1.0,1.0,0.0,0.0,0.0,-0.018104492373895994
2025-02-24,128.79843139648438,-0.005133199714628778,0.4013333638509114,-1.0,0.0,0.0,0.0,0.0,-0.0055617583257021
2025-02-25,128.1372833251953,0.0015400819638455854,0.3713333129882812,-1.0,0.0,0.0,0.0,0.0,-0.005133199714628737
2025-02-26,128.33462524414062,-0.016378322052644,0.3933333079020182,-1.0,0.0,0.0015400819638456441,1.0,0.0015400819638456441,0.0015400819638456441
2025-02-27,126.23271942138672,0.01540019008103366,0.2580000559488932,-1.0,0.0,0.0,0.0,0.0,-0.016378322052643956
2025-02-28,128.17672729492188,-0.017322346280262746,0.3580000559488933,-1.0,0.0,0.01540019008103375,1.0,0.01540019008103375,0.01540019008103375
2025-03-03,125.95640563964844,-0.012535254247924121,0.1479999542236327,-1.0,0.0,0.0,0.0,0.0,-0.017322346280262708
2025-03-04,124.37751007080078,0.010869681897933026,0.0993333180745442,-1.0,0.0,0.0,0.0,0.0,-0.012535254247924116
2025-03-05,125.72945404052734,-0.019150755439555023,0.2046666463216145,-1.0,0.0,0.010869681897932998,1.0,0.010869681897932998,0.010869681897932998
2025-03-06,123.32164001464844,0.0050411364404905346,0.0086666107177734,-1.0,0.0,0.0,0.0,0.0,-0.019150755439554974
2025-03-07,123.94332122802734,-0.02722926516446178,0.1086666107177734,-1.0,0.0,0.005041136440490586,1.0,0.005041136440490586,0.005041136440490586
2025-03-10,120.56843566894533,-0.008102943553138342,-0.1906667073567709,-1.0,0.0,0.0,0.0,0.0,-0.027229265164461745
2025-03-11,119.59147644042967,0.006271222360771933,-0.128000005086263,-1.0,0.0,0.0,0.0,0.0,-0.008102943553138325
2025-03-12,120.34146118164062,-0.014022091374615853,0.0513333638509114,-1.0,0.0,0.006271222360771927,1.0,0.006271222360771927,0.006271222360771927
2025-03-13,118.65402221679688,0.021540204549575614,0.0226666768391926,-1.0,0.0,0.0,0.0,0.0,-0.01402209137461584
2025-03-14,121.20985412597656,0.007408660219806906,0.2153333028157552,1.0,1.0,0.0,0.0,0.0,0.02154020454957556
2025-03-17,122.10785675048828,-0.010550067694804599,0.2993333180745442,1.0,0.0,0.0,0.0,0.0,0.0074086602198068915
2025-03-18,120.81961059570312,0.01064614019086041,0.2199999491373697,1.0,0.0,-0.010550067694804616,1.0,-0.010550067694804616,-0.010550067694804616
2025-03-19,122.10587310791016,-0.002430916843537023,0.3400000254313151,1.0,0.0,-1.6245003646066106e-05,2.0,-1.6245003646066106e-05,0.01064614019086051
2025-03-20,121.80904388427734,0.0007310020728741318,0.3466667175292969,1.0,0.0,-0.0024471223569300965,3.0,-0.0024471223569300965,-0.002430916843537017
2025-03-21,121.89808654785156,0.018100725360893577,0.3813332875569661,1.0,0.0,-0.0017179091355714908,4.0,-0.0017179091355714908,0.0007310020728740984
2025-03-24,124.10453033447266,0.0019930988774625735,0.5013333638509114,1.0,0.0,0.0,0.0,0.0,0.01810072536089355
2025-03-25,124.35188293457033,-0.011616812022786749,0.5233333587646485,1.0,0.0,0.0,0.0,0.0,0.001993098877462679
2025-03-26,122.90731048583984,-0.003864129869028732,0.4446666717529297,1.0,0.0,-0.011616812022786718,1.0,-0.011616812022786718,-0.011616812022786718
2025-03-27,122.43238067626952,-0.020365220483220425,0.4206666310628255,1.0,0.0,-0.015436053021495345,2.0,-0.015436053021495345,-0.0038641298690287704
